Timestamp	Role(s) with the kubernetes project.	I have been involved with Kubernetes for	Activities within the Kubernetes Community	I have a clear understanding of where the Kubernetes project is going.	Over the last year, my enthusiasm for the Kubernetes project has increased	Different opinions are valued and listened to in the community	If I could change one thing about the project direction it would be:	I feel welcomed in the Kubernetes community	My contributions are valued by the Kubernetes community	My biggest challenge getting involved in the community is:	I understand how project decisions are made	I understand how I can/should participate in the Kubernetes community	What community process needs the most work?	I am able to be a productive Kubernetes developer	What change to the Kubernetes development process would significantly improve your productivity?	I am able to successfully manage applications using Kubernetes	What change to Kubernetes application management would significantly improve your productivity?	I use a managed Kubernetes solution (Google Container Engine, Azure Container Service, CoreOS Tectonic, etc)	I am able to effectively manage my Kubernetes cluster	What change to Kubernetes cluster operations would most significantly improve your ability to manage a cluster?		Anything else you'd like to tell us?
2/19/2017 14:02:17	I am a Kubernetes user	2 - 3 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	2	6	6		6	6		3	5		4		7		No	6			
2/19/2017 15:09:53	I am a Kubernetes user	< 1 year	I have answered a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	6	Making it more public (https://kubernetes.io/roadmap is a 404, you got the idea, we can see the released and the directions taken, but  for newcomers - a few months olds - there's little info about the direction, although I assume it's brilliant and awesome ;-) 	6	6		7	6		6				No	5	Better Terraform integration would be awesome to let us use Terraform for infra&co, and kubernetes for antyhing above		
2/19/2017 15:15:04	I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have reviewed a pull request (PR)	6	7	7		7	7		5	5		6		6		No	6			
2/19/2017 15:52:30	I am a Kubernetes community supporter, I am a Kubernetes developer relations or evangelism	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	4	6	5		6	6	Getting up-to-speed technically. It feels like there isn't enough product level documentation, use cases and examples for non-engineers. Everyone assumes everyone knows what Kubernetes is, does & can do + what the future will be.	4	4		1		1		No	1			
2/19/2017 16:37:37	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes community supporter, I am a Kubernetes developer relations or evangelism	2 - 3 years	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	5	6	Ease the learning curve and time to value. Focus on the UI to gain real enterprise support	5	5	Rapidly changing without a firm "beginners" base - networking and persistence for stateful applications still too hard to get running with easily	6	6		5	Get rid of old or duplicated information on the website - there are or have been so many different ways to deploy to AWS EC2 for example - provide a best practice and move less relevant a posts/pages to an archive 	4	Ease of support or examples for JavaEE type apps running on JBoss, WebShpere etc.. that are stateful (running in clusters using TCP or UDP in a monolithic enterprise environment) and persisting data in a SQL backend. How to migrate them to a k8s environment with solid examples would go a long way to open up the container technology to enterprises running in non 12 factor mode (the vast majority of enterprises out there)	Yes	5	Ease of setup and visualization - continued dashboard improvements and integrations		You and the community are doing great work. Please keep it up
2/19/2017 17:08:03	I am a Kubernetes SRE/Operator	< 1 year	I have submitted a pull request (PR)	7	7	7		7	7		3	5		4		7		No	7			
2/19/2017 17:35:47	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	3	3	5	ease of installation/upgrade	6	5		3	3		2		3		No	3			
2/19/2017 18:13:37	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer, I am a Kubernetes community supporter	> 3 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	4	4	7	Place more weight on stability vs. new features.  E.g. testing should be a seamless fast and flake free process.	7	7	Timely reviews.	6	6	I believe we need to be more balanced with out roadmaps to the point where there is equal weight towards cleaning. 	3	Lots of time is wasted rebasing or trying to get reviews done.  I also struggle trying to keep up with my own reviews.	5	UX needs a lot of love.  Our YAML files have grown to a ridiculous level.  We need a config lang/(Simple BCL) to redux the repetition.	No	5	Traceability in order to debug.  Also well defined state transitions to make is clear. 		I think we are at an inflection point, but we still have a long way to go.  I think with honest feedback such as this survey, we will continue to do what it right and make kube great. 
2/19/2017 19:07:53	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	3	5	5	to make sure that commercialization doesn't turn the core OSS project into unusable shell ware. 	7	5	Time!	3	6	not sure. 	4	Not sure	6	Pre- and post- rollout hooks for deployments. 	Yes	7	improved secret storage, e.g., integration with GCP's KMS. 		Kubernetes is a great foundation for managing clusters and I really appreciate that the community operates it both on-prem and in hosted clouds. This makes it a viable solution in the long run. Please avoid letting openstack crew make things overly brittle and complicated. 
2/19/2017 21:44:16	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes community supporter	1 - 2 years	I have answered a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	5		7	7		5	6		5		7		No	6			
2/19/2017 23:12:47	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes community supporter	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	6	Better documentation	6	4	Figuring out where I can help as a non-developer.	4	5	Too many open issues on github	3	Better developer documentation	6	More focus on on-prem installations	No	6	Less options, more opinions. Also self hosted clusters.		I am impressed with how well the community has managed to scale and stable open and humble at the same time.
2/20/2017 1:58:33	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR)	6	7	6	Authentication needs work. Needs keystone or something similar. Project/role not user/group.	6	5	Cla's are currently hard for my org to deal with.	4	6		5	More clear decision maker understanding/documentation	5	Daemonsets need rolling updates. Statefulsets too. Init containers finished.	No	6	Selfhosted. Helm needs integration to the process. Sdn as daemonsets is awesome but ips hardcoded. If done as helm package, could be templated out nicely.		
2/20/2017 7:31:54	I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	3	4	4		4	4		4	4		3		3		No	4			
2/20/2017 7:45:31	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes community supporter	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	6	7	6	Better Documentation and a lower barrier to entry	7	6	Working in the opposite timezone +0530	3	6		5	More Documentaion, there is a lot of knowledge and a lot of change in documentation, I can get answers but its never updated in the documentation	7		No	7	lesser yaml		Lots of love, thank you
2/20/2017 8:58:03	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	4	5	5	A slight more coherent deployment story. I get that multiple options are necessary but maybe 7 is too many? https://gist.github.com/everett-toews/fb0a1525665677c25d5ad075c1e7a0f4	5	5	Understanding the many deployment options and which one(s) are most relevant to me.	3	5		5		5		No	3	Self-hosted Kubernetes		
2/20/2017 9:13:04	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR)	6	7	4		6	6		6	3		6		7		Yes	7			
2/20/2017 11:53:23	I am a Kubernetes user, I am a Kubernetes developer relations or evangelism	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	5	4	More enteprise features	3	3	Pull request process	2	3	PR	4	All time visible roadmap	5	Better ingress	No	5	Enterprise security and project like quotas		Keep up the great work. And stay independent
2/20/2017 12:15:08	I am a Kubernetes product manager	2 - 3 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	1	7	1	Too much NIH mindset.	4	4		3	3		3		5	Wizard-based YAML-generators	No	5			
2/20/2017 12:24:15	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer, I am a Kubernetes product manager, I am a Kubernetes community supporter, I am a Kubernetes developer relations or evangelism	1 - 2 years	I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR)	6	6	6	Ingress and Layer 4 load balancing	6	5	Contribution guide can be improved	4	6		5	a good client libraries and better contribution guides	5	concept of application needs to be supported, currently the building blocks are well supported	No	5	Monitoring, node problem detector, log shipping		Keep up the good work :)
2/20/2017 12:30:01	I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	6	I've got nothing. 	6	6	learning Kubernetes	5	5	none that I can think of	6	none that I can think of	5	I'm not sure, but it seems like a complicated install process	Yes	6	not sure		Great work!
2/20/2017 14:01:28	I am a Kubernetes developer	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR)	5	7	6		7	6		6	6		6		5		No	6			
2/20/2017 14:29:50	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	4	4		6	5		5	5		3		5		Yes	5			
2/20/2017 14:44:44	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer	1 - 2 years		5	6	5	Scale-Up/Down of Nodes using new k8s primitives with cloud-provider specific implementations	5	5	Free time given by my projects	6	5		5		6		Yes	5	More automation to Ingress/LBs		
2/20/2017 14:56:20	I am a Kubernetes SRE/Operator, I am a Kubernetes user	2 - 3 years		4	6			6				4				5		No	5			
2/20/2017 15:06:38	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have reviewed a pull request (PR)	5	7	5		7	6		5	5				6		No	6			
2/20/2017 15:14:53	I am a Kubernetes developer, I am a Kubernetes product manager, I am a Kubernetes community supporter	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	6	Not making the OpenStack mistakes of losing focus by means of as a compromise we do everything. 	7	5	The many moving parts make it difficult to stay on top of what's happening. 	6	6		5		6	Stable ThirdPartyResources	No	4	Easier upgrades and etcd operations. 		
2/20/2017 16:05:30	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer	2 - 3 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc)	6	6	6		6	6		6	6		6		6		Yes	5	Simplify HA and upgrades. 		
2/20/2017 18:33:42	I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have held a Kubernetes community role (release owner, note taker, etc), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	6	7					6	4		5		7		No	7			
2/20/2017 19:49:20	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer relations or evangelism	< 1 year	I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	7	Focus on UX. (kubeadm was a good start but needs more)	7	7	Finding the right docs and/or kube community guide.	1	3	Understanding how the edge of the community should function compared you those who breathe it daily.	4		6	Correct and updated docs. It's getting better	No	6	Clear expectations during upgrades.		Kubernetes is awesome and from the outside, the community seems amazing. Trying to get to the point where we can contribute.
2/20/2017 20:53:20	I am a Kubernetes user	1 - 2 years	I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	6	7		7	7		4	6		7		6		Yes	6			
2/20/2017 23:13:37	I am a Kubernetes user, I am a Kubernetes developer, I am a Kubernetes developer relations or evangelism	2 - 3 years	I have filed or commented on an issue, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	6		5	5		3	4		5		6		Yes	6			
2/21/2017 2:48:08	I am a Kubernetes developer	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	5	Maybe must exist a section in wich software developers would be introduced in kubernetes.	5	3	To improve my skills in kubernetes	4	3	To know how i can help the community.	6	A better definition/documentation of pure devops operations (like network, security...)	6	It´s ok	Yes	4	Dont know		
2/21/2017 4:48:31	I am a Kubernetes SRE/Operator, I am a Kubernetes developer relations or evangelism	2 - 3 years	I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	6		7	7		7	7		6		7		No	6			
2/21/2017 4:52:32	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	6	7	5		6	6		5	6		5		7		No	6			
2/21/2017 5:11:51	I am a Kubernetes SRE/Operator	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	7	7	7	Ingress	7	7	Time/complexity 	7	7		7		7		Yes	7	Less docker		
2/21/2017 7:16:14	I am a Kubernetes user, I am a Kubernetes community supporter	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	6	6	Ease of deployment, like k8s on GKE	6		high-bar' to be effective; finding time to contribute	5	4	Encouraging people to join and contribute (including intro PR sessions)	3	1 hour session 'your first k8s PR'	4		Yes	4			
2/21/2017 10:31:01	I am a Kubernetes user	< 1 year	I have filed or commented on an issue	5	7	5		5	5	where to start	4	4	getting started in the community	4		7	Troubleshooting version and compatibility. This seems to be a recurring issue	No	7	worker and master health scanning		Great job!
2/21/2017 11:41:40	I am a Kubernetes SRE/Operator	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	7		7	7		5	5		5		6		No	7			
2/21/2017 12:58:09	I am a Kubernetes developer	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR), I have held a Kubernetes community role (release owner, note taker, etc)	2	5	2	reduce the friction of contribution	2	3	getting in contact with reviewers, getting reviewed in a timely fashion, all the test flakes	2	3	a bit more clarity, its a huge project and its just not clear how to go about getting information. 	3	Removing flakes, having reviewers readily available, making clear how to become a reviewer, accepting more reviewers, just actually growing the community. 			Yes	6			
2/21/2017 13:03:38	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	4		4	4		4	5		6		6		Yes	6			
2/21/2017 13:17:09	I am a Kubernetes user	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	3	5	3		2	1	Not knowing where to start. Not feeling like there are any 'low hanging fruit' to help me get some traction to begin.	2	5	Making it clear how people can help out, how they could be useful.	2		4		No				
2/21/2017 13:26:07	I am a Kubernetes user, I am a Kubernetes developer	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	5	4		7	5	I'm  two weeks into Kubernetes as an intern, so the biggest challenge is my own learning right now; I wouldn't say the community has in any way failed me. In fact, my team is very supportive.	4	5		2	Some tools could benefit from more beginner-friendly description of how to use them. They tend to assume a lot of prior knowledge.	2	There's a couple of pretty nice tutorials out there; I would love more, and also more step-by-step explanations. 	Yes	4	I don't know enough yet to have an opinion about this.		
2/21/2017 14:03:06	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have answered a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	4	More documentation examples of advanced features	5	4	Knowing which place to start	4	4	not sure?	4		6	more documentation examples of advanced features	Yes	6			Great work everyone, keep it up.
2/21/2017 16:35:04	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc	5	7	6		6			4	3				5		No	4	it takes a village; we are running hyperkube on coreos and mostly manage clusters by rebuilding nodes.  we do multi-master, so we don't necessarily have to take downtime unless we touch etcd.		THANK YOU
2/21/2017 21:22:38	I am a Kubernetes community supporter, I am a Kubernetes developer relations or evangelism	1 - 2 years	I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	6		6	5		5	5		4		6		Yes	7			
2/21/2017 21:57:59	I am a Kubernetes SRE/Operator, I am a Kubernetes developer	1 - 2 years	I have filed or commented on an issue	6	5						3	3		4	a working k8s/client-go library			No	5	better root cause analysis of failures involving more than one object. Currently debugging a problem like "why doesn't my service show up on the ingress controller" requires reading the api doc for each object, pod, service, deployment, ingress, etc to figure out which one has the problem.		I'd really love to be able to talk directly with the PM for the client-go project, it's a rudderless trash fire and I need it to not be as it is hurting my efforts to promote k8s and Go inside Atlassian.
2/21/2017 21:58:23	I am a Kubernetes user	1 - 2 years	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	3	7	6		6	6		2	1		3		3		Yes	3			
2/21/2017 21:58:36	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	4		4	3	getting into "inner circles" who actually drive the project and have github rights	2	3		4		6		No	5	secure by default, best practices		
2/21/2017 21:59:49	I am a Kubernetes user, I am a Kubernetes developer relations or evangelism	2 - 3 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	6	Better documentation.	6	5		6	5		5		7		Yes	7	Don't break my cluster w/ unanticipated upgrades.		
2/21/2017 22:11:52	I am a Kubernetes user, I am a Kubernetes developer	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have submitted a pull request (PR)	5	6	5		5	7		5	5		6		6		No	7			
2/21/2017 22:13:15	I am a Kubernetes developer	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR)	6	6	6	Reliance of tests for stuff that is already borked. Tests are not always the answer. 	6	6	Initially understanding the higher level concepts and then the codebase. 	3	5	Weekly Summary instead of browsing slack history	6		7		No	7			
2/21/2017 22:14:53	I am a Kubernetes SRE/Operator, I am a Kubernetes community supporter, I am a Kubernetes developer relations or evangelism	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	5	5	Better tutorials for beginners	5	5	Finding time	5	6	Training			5		Yes	5	Training		
2/21/2017 22:23:32	I am a Kubernetes user, I am a Kubernetes developer	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	6	7	6		7	6		6	5		6		6		Yes	6			
2/21/2017 22:27:28	I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have submitted a pull request (PR)	6	7	6	Push rkt as an alternative to Docker	6	5	Getting someone to review my PR	3	4	Decision making in GitHub issues can get very complicated to follow	6		6		No	5	But some extra focus on non cloudy environments (bare metal, VMs) because not everyone can put things in the cloud		Keep up the good work!
2/21/2017 22:28:21	I am a Kubernetes SRE/Operator, I am a Kubernetes user	2 - 3 years	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	4		7	4		4	3		5		5		Yes	7			Keep up the greatness!
2/21/2017 22:42:48	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer relations or evangelism	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	5		7	6		6	5		2		6		Yes	5			
2/21/2017 22:50:47	I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	7	6	5	Supporting on-prem as first class thing 	5	6	Barrier to contribution seems a bit high	6	6		6		6	Support for stateful sets on on premises 	No	6	Zero down time upgrades 		
2/21/2017 23:03:10	I am a Kubernetes SRE/Operator	< 1 year	I have asked a question on Slack/Stack Overflow/etc	5	6	6		6	6		5	6		5		6		No	6			
2/21/2017 23:21:10	I am a Kubernetes SRE/Operator	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR)	5	6	6		6	6		6	6				5		No	5	Upgrades		
2/22/2017 0:45:07	I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	3	6	4		6	5		5	5		4		7		No	7			
2/22/2017 0:58:06	I am a Kubernetes developer	2 - 3 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	3	6		5	6		3	6		3	Much shorter PR reviews and approvals			No				
2/22/2017 1:24:43	I am a Kubernetes SRE/Operator, I am a Kubernetes developer	2 - 3 years	I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	7		6	6		7	7		5		5		No	6			
2/22/2017 1:25:25	I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc	6	6	6	Things are moving fast, so guides are lacking behind	6	6		4	4		5		4		No	4			
2/22/2017 1:47:34	I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	4	4		6	6	knowhow	4	5		2		3		No	2			keep up the good work
2/22/2017 1:54:39	I am a Kubernetes SRE/Operator, I am a Kubernetes user	< 1 year	I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	4	More focus on documenting and automating production-grade (e.g., HA, scalability, etc) cluster deployments.	5	4	24 hours days. ;-)	2	2		6		6		No	5	HA cluster deployments automation and documentation.		
2/22/2017 3:27:58	I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue	4	5	4	making it easier to find services from outside the cluster	5	5		4	5		2		4	Something similar to DC/OS's Universe of prepackaged components installable via web ui	Yes	5	I use Azure, and Express Route. The ability to have services exposed via non-public IP addresses as well as external-to-k8s-cluster service discovery		
2/22/2017 4:09:10	I am a Kubernetes user	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	4	6		Better documentation (website), many basics which are not derived from the actual code documentation are lacking.	3	3		2	2	Better onboarding process, getting feedback/replies from the SIGs, better use of GitHub label "for-new-contributors" (only 19/5000+ issues)	3		6		No	4			
2/22/2017 4:09:14	I am a Kubernetes SRE/Operator	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	4	5	5		4	3	I don't code	2	3		1		5		No	6			
2/22/2017 4:21:07	I am a Kubernetes SRE/Operator, I am a Kubernetes developer	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	4	3	5	To better articulate the possible	6	5	The initial cognitive burden	2	3		3		5	More/better tooling around logging, metrics, and operations in general	Yes	3	A SRE/Operations handbook		Great work!
2/22/2017 4:26:41	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes developer	< 1 year	I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	6	7	6	Better secrets management	6	6		4	5		5	Simpler client-go package	5		No	5	Better docs on cluster maintenance		
2/22/2017 5:09:26	I am a Kubernetes SRE/Operator, I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	3	6	4	More support for production use on different providers	5	4	Getting started :)	4	2		3		6		Yes	3			
2/22/2017 5:26:42	I am a Kubernetes SRE/Operator	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have submitted a pull request (PR), I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	6	5	Alpha/beta features would move on a faster (or at least more easily discoverable) pace to stable.	5	5	Lack of time.	5	4	Roadmap/visibility. The Features repo is better than nothing and the release spreadsheets help, but many features issues are poorly maintained. answering a question like "which release will move CronJobs to the  stable API?" is still too hard.	3	I've only contributed to docs. Had no real complaints.	6		No	5	Make monitoring easier. Deciding on the "base set" of monitoring metrics and tools still feels too difficult.		Amazing tool and community! Really has energized our work again.
2/22/2017 6:16:04	I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	5	5		5		merge informations from the different sources	4	4	ease the possible new developper integration	4		6	ease the extension of kubernetes with TPR/UAS and Fwk for custom-controler / API server	No				I would like to thanks all the kubernetes community members for there awesome works ! 
2/22/2017 6:53:58	I am a Kubernetes user	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	6		7	7		5	6		6		7	Easier role-based access control for large teams	Yes	7			Awesome work on Kubernetes, very excited about the future of the project and using it for many years to come!
2/22/2017 7:35:36	I am a Kubernetes user, I am a Kubernetes developer	1 - 2 years	I have asked a question on Slack/Stack Overflow/etc, I have filed or commented on an issue, I have reviewed a pull request (PR), I have submitted a pull request (PR)	6	7	6		6	6	stay synced	5	6		6		5		No	5			
2/22/2017 8:56:38	I am a Kubernetes SRE/Operator, I am a Kubernetes user, I am a Kubernetes community supporter	< 1 year	I have asked a question on Slack/Stack Overflow/etc, I have answered a question on Slack/Stack Overflow/etc, I have participated in external Kubernetes community events (KubeCon, Meetups, etc)	5	7	5		6	7		4	5		5		7		No	7			
